2.20	8.77	9.11	5.26	-6.81	-6.15	0.24	-6.04	
2.18	8.76	8.93	5.28	-6.72	-5.97	0.41	-5.68	
2.21	8.80	8.80	5.32	-6.62	-5.78	0.61	-5.38	
2.27	8.90	8.73	5.38	-6.51	-5.53	0.81	-5.08	
2.36	9.03	8.70	5.48	-6.34	-5.20	1.03	-4.75	
2.48	9.20	8.68	5.59	-6.09	-4.76	1.28	-4.36	
2.64	9.38	8.66	5.72	-5.76	-4.23	1.57	-3.93	
2.80	9.53	8.64	5.83	-5.38	-3.65	1.89	-3.49	
2.94	9.63	8.61	5.89	-5.03	-3.07	2.18	-3.09	
3.03	9.67	8.56	5.88	-4.75	-2.52	2.39	-2.76	
3.05	9.64	8.46	5.81	-4.55	-2.02	2.47	-2.52	
3.01	9.56	8.32	5.67	-4.38	-1.57	2.47	-2.35	
2.95	9.45	8.16	5.48	-4.14	-1.14	2.47	-2.22	
2.91	9.32	8.00	5.26	-3.83	-0.76	2.47	-2.13	
2.92	9.21	7.89	5.03	-3.47	-0.45	2.46	-2.10	
3.01	9.12	7.87	4.82	-3.12	-0.23	2.43	-2.13	
3.19	9.11	7.96	4.67	-2.84	-0.13	2.39	-2.24	
3.46	9.17	8.18	4.60	-2.66	-0.17	2.34	-2.44	
3.78	9.30	8.48	4.60	-2.62	-0.35	2.25	-2.76	
4.09	9.44	8.78	4.62	-2.75	-0.65	2.08	-3.18	
4.32	9.55	9.00	4.63	-3.05	-1.05	1.81	-3.66	
4.44	9.59	9.10	4.60	-3.54	-1.50	1.41	-4.18	
4.45	9.56	9.06	4.53	-4.24	-1.99	0.86	-4.70	
4.39	9.51	8.94	4.45	-5.11	-2.51	0.18	-5.21	
4.30	9.44	8.79	4.39	-6.09	-3.01	-0.57	-5.68	
4.23	9.36	8.69	4.35	-7.03	-3.44	-1.26	-6.05	
4.18	9.27	8.66	4.33	-7.78	-3.75	-1.76	-6.27	
4.14	9.16	8.68	4.32	-8.27	-3.88	-1.99	-6.28	
4.09	9.01	8.70	4.31	-8.46	-3.83	-1.94	-6.09	
4.01	8.84	8.66	4.30	-8.37	-3.62	-1.68	-5.71	
3.90	8.65	8.53	4.29	-8.02	-3.27	-1.27	-5.22	
3.77	8.46	8.34	4.29	-7.47	-2.82	-0.77	-4.68	
3.64	8.26	8.10	4.29	-6.81	-2.33	-0.25	-4.16	
3.53	8.08	7.85	4.29	-6.15	-1.86	0.22	-3.74	
3.47	7.93	7.62	4.32	-5.53	-1.44	0.60	-3.44	
3.49	7.85	7.44	4.41	-4.96	-1.06	0.91	-3.23	
3.62	7.89	7.36	4.60	-4.40	-0.69	1.21	-3.05	
3.89	8.06	7.40	4.91	-3.83	-0.29	1.52	-2.87	
4.26	8.34	7.56	5.31	-3.28	0.13	1.85	-2.65	
4.68	8.68	7.81	5.75	-2.75	0.61	2.20	-2.39	
5.10	9.03	8.10	6.18	-2.22	1.14	2.57	-2.07	
5.46	9.35	8.41	6.54	-1.70	1.75	2.93	-1.69	
5.76	9.66	8.68	6.84	-1.24	2.40	3.21	-1.28	
6.01	9.98	8.92	7.11	-0.89	3.08	3.34	-0.88	
6.25	10.36	9.12	7.37	-0.68	3.76	3.32	-0.49	
6.52	10.83	9.33	7.67	-0.54	4.42	3.24	-0.09	
6.84	11.37	9.56	8.00	-0.41	5.08	3.21	0.34	
7.23	11.97	9.84	8.37	-0.22	5.73	3.31	0.84	
7.66	12.58	10.18	8.75	0.02	6.35	3.55	1.38	
8.09	13.14	10.54	9.09	0.26	6.91	3.84	1.95	
8.48	13.59	10.89	9.36	0.47	7.38	4.09	2.49	
8.80	13.87	11.16	9.49	0.61	7.75	4.24	2.99	
9.02	13.96	11.32	9.48	0.66	7.99	4.27	3.42	
9.15	13.87	11.31	9.32	0.64	8.12	4.21	3.77	
9.19	13.63	11.13	9.02	0.58	8.16	4.10	4.04	
9.16	13.27	10.80	8.60	0.57	8.18	4.02	4.27	
9.07	12.85	10.37	8.10	0.69	8.22	4.06	4.48	
8.96	12.40	9.87	7.58	0.96	8.30	4.24	4.68	
8.82	11.98	9.34	7.09	1.34	8.41	4.53	4.86	
8.67	11.60	8.80	6.65	1.74	8.49	4.87	4.98	
8.48	11.28	8.29	6.27	2.12	8.55	5.20	5.02	
8.28	11.01	7.87	5.96	2.45	8.60	5.52	5.01	
8.12	10.81	7.60	5.74	2.75	8.66	5.85	4.98	
8.01	10.70	7.50	5.64	3.07	8.75	6.27	4.95	
7.94	10.65	7.53	5.67	3.43	8.84	6.78	4.93	
7.88	10.64	7.66	5.79	3.78	8.90	7.29	4.87	
7.83	10.65	7.84	5.99	4.04	8.86	7.69	4.74	
7.79	10.66	8.09	6.23	4.15	8.70	7.89	4.53	
7.81	10.67	8.40	6.50	4.09	8.41	7.90	4.22	
7.90	10.68	8.78	6.78	3.87	7.99	7.79	3.83	
8.04	10.66	9.19	7.05	3.50	7.42	7.56	3.34	
8.19	10.59	9.56	7.28	2.99	6.72	7.21	2.78	
8.28	10.42	9.85	7.42	2.36	5.94	6.75	2.16	
8.28	10.12	10.03	7.43	1.66	5.13	6.17	1.53	
8.16	9.68	10.11	7.29	0.93	4.32	5.54	0.88	
7.91	9.11	10.08	7.03	0.25	3.52	4.92	0.22	
7.51	8.46	9.92	6.66	-0.27	2.74	4.40	-0.46	
6.97	7.78	9.60	6.21	-0.62	1.98	4.03	-1.17	
6.33	7.09	9.14	5.72	-0.82	1.23	3.79	-1.90	
5.66	6.44	8.59	5.20	-0.93	0.55	3.64	-2.62	
5.04	5.84	8.04	4.67	-1.00	-0.05	3.55	-3.28	
4.52	5.31	7.51	4.16	-1.05	-0.53	3.50	-3.84	
4.09	4.83	7.01	3.65	-1.09	-0.89	3.45	-4.31	
3.72	4.39	6.52	3.18	-1.13	-1.18	3.37	-4.70	
3.40	4.00	6.08	2.75	-1.23	-1.45	3.23	-5.04	
3.09	3.66	5.68	2.38	-1.47	-1.77	2.96	-5.38	
2.79	3.39	5.36	2.08	-1.93	-2.19	2.54	-5.75	
2.49	3.19	5.10	1.83	-2.65	-2.71	1.97	-6.14	
2.17	3.04	4.86	1.62	-3.60	-3.31	1.28	-6.52	
1.83	2.92	4.57	1.45	-4.69	-3.95	0.52	-6.87	
1.48	2.83	4.22	1.32	-5.85	-4.59	-0.23	-7.15	
1.16	2.76	3.82	1.23	-6.98	-5.19	-0.92	-7.34	
0.93	2.72	3.46	1.23	-7.97	-5.70	-1.46	-7.44	
0.82	2.73	3.22	1.30	-8.75	-6.09	-1.82	-7.43	
0.83	2.77	3.15	1.43	-9.37	-6.36	-2.03	-7.33	
0.92	2.85	3.23	1.61	-9.91	-6.58	-2.21	-7.20	
1.06	2.95	3.43	1.82	-10.50	-6.79	-2.48	-7.10	
1.22	3.09	3.65	2.04	-11.16	-7.03	-2.89	-7.08	
1.38	3.26	3.86	2.26	-11.83	-7.31	-3.42	-7.12	
1.54	3.47	4.00	2.48	-12.39	-7.58	-3.94	-7.18	
1.68	3.69	4.07	2.67	-12.74	-7.78	-4.37	-7.20	
1.80	3.89	4.06	2.82	-12.88	-7.89	-4.64	-7.14	
1.89	4.04	3.96	2.92	-12.82	-7.90	-4.76	-7.01	
1.95	4.16	3.80	2.96	-12.66	-7.82	-4.78	-6.83	
2.00	4.23	3.58	2.96	-12.47	-7.66	-4.77	-6.63	
2.06	4.29	3.37	2.95	-12.28	-7.46	-4.74	-6.43	
2.11	4.34	3.18	2.94	-12.09	-7.23	-4.65	-6.22	
2.13	4.38	3.01	2.94	-11.89	-6.97	-4.47	-6.04	
2.11	4.37	2.84	2.92	-11.73	-6.73	-4.26	-5.89	
2.02	4.30	2.66	2.86	-11.65	-6.50	-4.08	-5.80	
1.86	4.13	2.43	2.75	-11.61	-6.28	-3.94	-5.73	
1.62	3.89	2.17	2.59	-11.48	-6.01	-3.81	-5.65	
1.31	3.59	1.89	2.42	-11.17	-5.70	-3.60	-5.53	
0.95	3.28	1.61	2.25	-10.62	-5.32	-3.22	-5.37	
0.59	2.97	1.38	2.11	-9.86	-4.89	-2.66	-5.17	
0.27	2.68	1.20	2.01	-8.98	-4.45	-1.94	-4.95	
-0.02	2.43	1.09	1.94	-8.03	-4.03	-1.15	-4.74	
-0.24	2.22	1.05	1.89	-7.12	-3.68	-0.35	-4.55	
-0.39	2.07	1.10	1.88	-6.31	-3.39	0.37	-4.38	
-0.42	2.02	1.28	1.91	-5.67	-3.16	0.95	-4.22	
-0.33	2.04	1.57	1.99	-5.19	-2.95	1.38	-4.04	
-0.15	2.15	1.92	2.10	-4.78	-2.70	1.69	-3.79	
0.09	2.30	2.28	2.22	-4.35	-2.37	1.96	-3.44	
0.37	2.48	2.64	2.35	-3.87	-1.96	2.20	-3.00	
0.67	2.66	3.01	2.46	-3.42	-1.51	2.36	-2.53	
1.02	2.83	3.40	2.55	-3.10	-1.07	2.37	-2.13	
1.38	2.98	3.81	2.61	-2.93	-0.71	2.21	-1.84	
1.73	3.08	4.20	2.63	-2.89	-0.44	1.91	-1.70	
2.01	3.13	4.51	2.61	-2.96	-0.28	1.53	-1.71	
2.17	3.12	4.69	2.52	-3.10	-0.22	1.06	-1.89	
2.19	3.06	4.69	2.37	-3.32	-0.26	0.53	-2.21	
2.11	2.95	4.50	2.19	-3.58	-0.36	-0.01	-2.61	
1.95	2.81	4.14	1.98	-3.85	-0.50	-0.52	-3.02	
1.75	2.64	3.67	1.77	-4.09	-0.66	-0.93	-3.38	
1.57	2.48	3.16	1.57	-4.26	-0.84	-1.19	-3.66	
1.43	2.32	2.69	1.41	-4.39	-1.03	-1.34	-3.87	
1.37	2.19	2.32	1.29	-4.58	-1.22	-1.43	-4.01	
1.33	2.06	2.04	1.19	-4.89	-1.42	-1.54	-4.11	
1.28	1.92	1.85	1.08	-5.34	-1.62	-1.70	-4.19	
1.22	1.78	1.73	0.97	-5.86	-1.81	-1.92	-4.25	
1.18	1.65	1.69	0.88	-6.40	-2.01	-2.23	-4.32	
1.22	1.55	1.75	0.83	-6.93	-2.23	-2.64	-4.41	
1.34	1.51	1.89	0.85	-7.39	-2.48	-3.09	-4.51	
1.54	1.53	2.10	0.95	-7.69	-2.70	-3.47	-4.59	
1.77	1.61	2.33	1.11	-7.79	-2.88	-3.66	-4.60	
2.01	1.74	2.58	1.31	-7.72	-3.00	-3.66	-4.52	
2.22	1.91	2.84	1.54	-7.61	-3.08	-3.57	-4.38	
2.40	2.10	3.08	1.75	-7.61	-3.18	-3.56	-4.23	
2.51	2.28	3.26	1.94	-7.84	-3.38	-3.80	-4.16	
2.55	2.44	3.36	2.09	-8.34	-3.74	-4.32	-4.21	
2.48	2.54	3.37	2.19	-9.00	-4.23	-5.00	-4.39	
2.29	2.56	3.28	2.23	-9.69	-4.80	-5.65	-4.64	
2.02	2.52	3.10	2.21	-10.25	-5.35	-6.15	-4.90	
1.69	2.43	2.86	2.16	-10.60	-5.84	-6.45	-5.12	
1.38	2.30	2.58	2.10	-10.71	-6.25	-6.55	-5.31	
1.13	2.18	2.26	2.07	-10.66	-6.59	-6.55	-5.50	
0.96	2.09	1.93	2.06	-10.59	-6.93	-6.61	-5.74	
0.85	2.02	1.58	2.06	-10.63	-7.28	-6.87	-6.05	
0.79	1.96	1.21	2.07	-10.84	-7.63	-7.33	-6.39	
0.77	1.92	0.87	2.06	-11.20	-7.94	-7.94	-6.72	
0.83	1.91	0.62	2.04	-11.67	-8.17	-8.62	-7.01	
0.94	1.95	0.47	2.02	-12.19	-8.35	-9.28	-7.26	
1.09	2.05	0.41	2.03	-12.68	-8.47	-9.80	-7.47	
1.26	2.22	0.42	2.08	-13.01	-8.50	-10.09	-7.60	
1.43	2.43	0.47	2.16	-13.13	-8.44	-10.12	-7.66	
1.63	2.68	0.57	2.27	-13.04	-8.30	-9.96	-7.64	
1.86	2.93	0.71	2.38	-12.79	-8.12	-9.68	-7.59	
2.08	3.13	0.89	2.44	-12.44	-7.92	-9.34	-7.52	
2.28	3.27	1.07	2.44	-12.02	-7.69	-8.95	-7.41	
2.44	3.33	1.24	2.39	-11.52	-7.41	-8.49	-7.23	
2.57	3.36	1.41	2.32	-10.92	-7.09	-7.96	-6.99	
2.69	3.36	1.59	2.27	-10.29	-6.77	-7.40	-6.74	
2.78	3.32	1.76	2.22	-9.72	-6.51	-6.91	-6.53	
2.80	3.24	1.89	2.16	-9.31	-6.36	-6.57	-6.41	
2.72	3.07	1.94	2.05	-9.09	-6.29	-6.37	-6.38	
2.57	2.85	1.89	1.90	-8.92	-6.23	-6.23	-6.39	
2.41	2.61	1.78	1.72	-8.69	-6.12	-6.04	-6.37	
2.28	2.37	1.62	1.54	-8.32	-5.88	-5.77	-6.30	
2.19	2.14	1.46	1.35	-7.84	-5.54	-5.46	-6.15	
2.11	1.93	1.31	1.14	-7.37	-5.11	-5.20	-5.95	
2.05	1.72	1.18	0.92	-7.02	-4.66	-5.07	-5.70	
2.01	1.55	1.11	0.70	-6.87	-4.24	-5.12	-5.43	
2.02	1.47	1.12	0.55	-6.90	-3.86	-5.34	-5.14	
2.10	1.50	1.20	0.50	-7.01	-3.52	-5.63	-4.84	
2.22	1.62	1.28	0.53	-7.08	-3.22	-5.86	-4.54	
2.31	1.78	1.28	0.61	-7.09	-2.93	-5.96	-4.26	
2.34	1.94	1.17	0.71	-7.03	-2.67	-5.94	-4.03	
2.32	2.05	1.00	0.80	-6.94	-2.44	-5.83	-3.87	
2.27	2.09	0.80	0.85	-6.78	-2.23	-5.62	-3.76	
2.20	2.04	0.59	0.85	-6.49	-2.00	-5.30	-3.67	
2.09	1.94	0.39	0.80	-6.13	-1.77	-4.92	-3.62	
1.99	1.82	0.22	0.72	-5.75	-1.56	-4.59	-3.63	
1.93	1.72	0.12	0.65	-5.42	-1.40	-4.36	-3.70	
1.95	1.69	0.12	0.61	-5.13	-1.27	-4.21	-3.80	
2.05	1.72	0.23	0.62	-4.80	-1.13	-4.04	-3.89	
2.18	1.80	0.42	0.68	-4.37	-0.95	-3.76	-3.92	
2.32	1.92	0.65	0.77	-3.82	-0.70	-3.33	-3.87	
2.45	2.06	0.90	0.89	-3.18	-0.40	-2.80	-3.75	
2.54	2.20	1.12	1.02	-2.55	-0.06	-2.24	-3.59	
2.60	2.33	1.31	1.15	-2.01	0.31	-1.77	-3.39	
2.62	2.45	1.44	1.26	-1.60	0.74	-1.43	-3.13	
2.61	2.55	1.52	1.37	-1.31	1.23	-1.27	-2.82	
2.57	2.62	1.57	1.47	-1.14	1.74	-1.28	-2.48	
2.53	2.69	1.61	1.58	-1.03	2.25	-1.42	-2.16	
2.52	2.74	1.66	1.69	-0.93	2.71	-1.57	-1.87	
2.53	2.78	1.71	1.82	-0.75	3.11	-1.62	-1.63	
2.55	2.83	1.76	1.95	-0.50	3.46	-1.57	-1.42	
2.58	2.91	1.78	2.09	-0.27	3.75	-1.51	-1.26	
2.64	3.00	1.77	2.24	-0.14	4.00	-1.53	-1.15	
2.73	3.11	1.75	2.39	-0.09	4.23	-1.64	-1.07	
2.86	3.21	1.69	2.53	-0.09	4.44	-1.77	-1.02	
3.00	3.29	1.61	2.64	-0.07	4.65	-1.85	-0.98	
3.15	3.32	1.51	2.71	0.01	4.86	-1.86	-0.94	
3.29	3.32	1.41	2.72	0.13	5.07	-1.82	-0.92	
3.42	3.29	1.34	2.69	0.23	5.20	-1.81	-0.97	
3.52	3.23	1.28	2.63	0.17	5.19	-1.95	-1.15	
3.60	3.17	1.23	2.58	-0.10	5.02	-2.27	-1.46	
3.67	3.15	1.21	2.57	-0.49	4.74	-2.67	-1.82	
3.71	3.16	1.18	2.59	-0.83	4.44	-2.99	-2.16	
3.69	3.18	1.12	2.60	-0.96	4.17	-3.07	-2.43	
3.55	3.16	0.97	2.56	-0.88	3.92	-2.91	-2.61	
3.27	3.06	0.71	2.42	-0.65	3.69	-2.58	-2.73	
2.91	2.87	0.37	2.19	-0.38	3.50	-2.18	-2.76	
2.56	2.67	0.05	1.92	-0.11	3.37	-1.80	-2.70	
2.33	2.49	-0.14	1.68	0.14	3.34	-1.46	-2.54	
2.26	2.40	-0.16	1.51	0.36	3.42	-1.13	-2.30	
2.34	2.38	-0.04	1.41	0.54	3.58	-0.78	-1.99	
2.48	2.39	0.14	1.34	0.67	3.80	-0.42	-1.65	
2.58	2.37	0.27	1.26	0.73	4.05	-0.13	-1.30	
2.56	2.31	0.27	1.14	0.78	4.34	0.08	-0.94	
2.39	2.20	0.12	0.98	0.92	4.66	0.24	-0.56	
2.12	2.07	-0.12	0.82	1.25	5.02	0.45	-0.15	
1.83	1.94	-0.36	0.66	1.77	5.39	0.73	0.29	
1.58	1.83	-0.52	0.55	2.38	5.72	1.05	0.72	
1.43	1.75	-0.57	0.50	2.92	5.98	1.31	1.09	
1.39	1.71	-0.50	0.51	3.30	6.13	1.45	1.38	
1.46	1.72	-0.34	0.61	3.48	6.19	1.45	1.60	
1.61	1.78	-0.12	0.77	3.51	6.18	1.37	1.79	
1.78	1.86	0.10	0.97	3.42	6.12	1.24	1.95	
1.89	1.91	0.26	1.15	3.23	6.02	1.08	2.06	
1.92	1.90	0.34	1.27	2.94	5.90	0.90	2.14	
1.91	1.85	0.36	1.34	2.60	5.80	0.72	2.18	
1.89	1.79	0.36	1.35	2.32	5.78	0.68	2.24	
1.92	1.74	0.38	1.34	2.22	5.85	0.86	2.36	
1.98	1.70	0.43	1.30	2.32	6.02	1.29	2.54	
2.04	1.64	0.47	1.21	2.54	6.22	1.84	2.75	
2.03	1.54	0.46	1.08	2.78	6.38	2.36	2.92	
1.90	1.37	0.34	0.89	2.95	6.44	2.73	3.00	
1.66	1.14	0.11	0.67	2.97	6.35	2.82	2.94	
1.33	0.88	-0.20	0.44	2.80	6.13	2.63	2.72	
0.98	0.62	-0.52	0.25	2.50	5.82	2.27	2.40	
0.68	0.39	-0.81	0.11	2.16	5.50	1.88	2.06	
0.43	0.21	-1.08	0.02	1.90	5.26	1.56	1.77	
0.22	0.06	-1.36	-0.06	1.77	5.10	1.34	1.57	
0.05	-0.08	-1.66	-0.16	1.76	5.05	1.21	1.45	
-0.10	-0.22	-2.00	-0.27	1.82	5.06	1.12	1.37	
-0.22	-0.35	-2.34	-0.38	1.94	5.09	1.02	1.31	
-0.29	-0.46	-2.64	-0.49	2.13	5.13	0.91	1.22	
-0.31	-0.55	-2.87	-0.59	2.37	5.17	0.81	1.13	
-0.29	-0.62	-2.99	-0.67	2.65	5.24	0.75	1.05	
-0.27	-0.69	-3.02	-0.74	2.88	5.33	0.70	0.99	
-0.26	-0.76	-2.99	-0.80	3.05	5.44	0.65	0.95	
-0.26	-0.84	-2.91	-0.87	3.18	5.60	0.66	0.96	
-0.25	-0.93	-2.81	-0.94	3.36	5.85	0.80	1.07	
-0.23	-1.04	-2.74	-1.03	3.61	6.16	1.05	1.29	
-0.22	-1.15	-2.70	-1.12	3.87	6.49	1.33	1.58	
-0.20	-1.24	-2.68	-1.19	4.08	6.78	1.55	1.90	
-0.16	-1.28	-2.65	-1.20	4.16	6.99	1.66	2.21	
-0.10	-1.24	-2.58	-1.15	4.14	7.11	1.69	2.50	
-0.03	-1.14	-2.48	-1.05	4.13	7.17	1.73	2.78	
0.04	-1.01	-2.34	-0.92	4.25	7.21	1.90	3.09	
0.12	-0.87	-2.19	-0.77	4.54	7.25	2.21	3.43	
0.21	-0.74	-2.03	-0.63	4.94	7.27	2.58	3.79	
0.33	-0.64	-1.86	-0.51	5.32	7.28	2.88	4.12	
0.51	-0.55	-1.70	-0.39	5.57	7.26	3.03	4.39	
0.73	-0.46	-1.54	-0.27	5.64	7.20	2.99	4.55	
0.95	-0.39	-1.40	-0.14	5.51	7.10	2.77	4.57	
1.11	-0.35	-1.31	-0.03	5.23	6.96	2.43	4.45	
1.14	-0.36	-1.29	0.05	4.89	6.83	2.01	4.23	
1.04	-0.43	-1.38	0.07	4.65	6.76	1.66	4.00	
0.84	-0.56	-1.57	0.05	4.67	6.83	1.50	3.84	
0.59	-0.71	-1.81	-0.01	4.95	7.01	1.59	3.79	
0.38	-0.85	-2.07	-0.09	5.37	7.25	1.82	3.81	
0.23	-0.95	-2.26	-0.14	5.76	7.44	2.06	3.83	
0.15	-1.03	-2.38	-0.18	6.03	7.56	2.19	3.81	
0.10	-1.10	-2.42	-0.21	6.18	7.58	2.24	3.77	
0.07	-1.17	-2.39	-0.24	6.22	7.52	2.23	3.69	
0.04	-1.26	-2.32	-0.29	6.13	7.37	2.16	3.57	
-0.02	-1.35	-2.27	-0.36	5.95	7.14	2.03	3.44	
-0.14	-1.46	-2.29	-0.46	5.73	6.90	1.90	3.34	
-0.30	-1.56	-2.38	-0.59	5.58	6.69	1.86	3.30	
-0.44	-1.63	-2.47	-0.73	5.57	6.57	1.96	3.36	
-0.53	-1.65	-2.52	-0.83	5.73	6.54	2.20	3.49	
-0.56	-1.62	-2.52	-0.89	6.02	6.58	2.54	3.70	
-0.56	-1.54	-2.52	-0.91	6.35	6.67	2.92	3.94	
-0.55	-1.44	-2.50	-0.89	6.64	6.75	3.24	4.19	
-0.54	-1.33	-2.46	-0.86	6.79	6.80	3.40	4.41	
-0.51	-1.26	-2.39	-0.85	6.76	6.80	3.36	4.56	
-0.49	-1.26	-2.30	-0.88	6.58	6.77	3.10	4.66	
-0.51	-1.34	-2.22	-0.97	6.31	6.69	2.69	4.69	
-0.59	-1.51	-2.20	-1.12	6.01	6.56	2.22	4.67	
-0.78	-1.75	-2.29	-1.32	5.75	6.41	1.77	4.63	
-1.04	-2.04	-2.49	-1.53	5.55	6.24	1.42	4.58	
-1.34	-2.34	-2.76	-1.72	5.44	6.04	1.19	4.50	
-1.63	-2.61	-3.04	-1.86	5.44	5.82	1.10	4.40	
-1.89	-2.82	-3.32	-1.95	5.57	5.62	1.09	4.28	
-2.13	-2.97	-3.58	-1.99	5.86	5.47	1.17	4.20	
-2.35	-3.05	-3.82	-1.99	6.32	5.44	1.35	4.21	
-2.53	-3.07	-4.02	-1.97	6.92	5.53	1.71	4.33	
-2.63	-3.06	-4.15	-1.94	7.62	5.71	2.26	4.55	
-2.63	-3.00	-4.20	-1.94	8.32	5.95	2.93	4.82	
-2.51	-2.92	-4.19	-1.94	8.90	6.18	3.61	5.09	
-2.32	-2.81	-4.15	-1.95	9.33	6.36	4.18	5.30	
-2.11	-2.69	-4.12	-1.96	9.57	6.50	4.59	5.41	
-1.96	-2.58	-4.14	-1.98	9.62	6.62	4.82	5.46	
-1.92	-2.50	-4.22	-2.03	9.49	6.75	4.88	5.44	
-2.02	-2.47	-4.38	-2.11	9.21	6.87	4.78	5.36	
-2.21	-2.49	-4.57	-2.23	8.85	6.98	4.61	5.25	
-2.42	-2.57	-4.69	-2.39	8.49	7.07	4.49	5.13	
-2.54	-2.66	-4.70	-2.55	8.18	7.14	4.46	5.05	
-2.53	-2.76	-4.55	-2.69	7.93	7.22	4.51	5.03	
-2.40	-2.85	-4.30	-2.81	7.74	7.28	4.58	5.06	
-2.18	-2.93	-3.99	-2.88	7.60	7.32	4.62	5.08	
-1.95	-2.99	-3.72	-2.92	7.47	7.31	4.57	5.07	
-1.81	-3.07	-3.53	-2.95	7.33	7.26	4.43	5.02	
-1.78	-3.18	-3.47	-3.00	7.19	7.18	4.23	4.96	
-1.88	-3.32	-3.52	-3.07	7.11	7.12	4.02	4.94	
-2.07	-3.50	-3.63	-3.16	7.21	7.11	3.89	5.01	
-2.28	-3.68	-3.72	-3.24	7.55	7.16	3.95	5.18	
-2.45	-3.84	-3.76	-3.30	8.12	7.26	4.21	5.45	
-2.55	-3.95	-3.69	-3.31	8.76	7.39	4.54	5.76	
-2.57	-4.00	-3.55	-3.27	9.29	7.46	4.79	6.04	
-2.52	-3.97	-3.35	-3.19	9.59	7.44	4.84	6.22	
-2.45	-3.87	-3.13	-3.06	9.68	7.29	4.70	6.29	
-2.37	-3.71	-2.94	-2.89	9.66	7.06	4.47	6.26	
-2.32	-3.53	-2.78	-2.70	9.67	6.80	4.28	6.20	
-2.31	-3.34	-2.71	-2.53	9.74	6.56	4.19	6.12	
-2.34	-3.17	-2.72	-2.38	9.84	6.34	4.18	6.02	
-2.38	-3.05	-2.84	-2.28	9.90	6.11	4.17	5.90	
-2.43	-2.96	-3.03	-2.23	9.87	5.89	4.08	5.74	
-2.48	-2.91	-3.26	-2.20	9.76	5.67	3.91	5.56	
-2.48	-2.86	-3.43	-2.17	9.63	5.49	3.70	5.39	
-2.43	-2.81	-3.50	-2.13	9.53	5.36	3.53	5.25	
-2.33	-2.76	-3.44	-2.07	9.52	5.32	3.44	5.16	
